concept,polarity,src_idx,sample,label,pool,key_concept,act_id,recon_cos,local_floor,margin
truth_value,present,26,0,1,within_truth,truth_value,truth_value:26,0.8907262086868286,0.9756715631538351,-0.08494535446700646
truth_value,present,26,1,1,within_truth,truth_value,truth_value:26,0.8544808626174927,0.9756715631538351,-0.1211907005363424
truth_value,present,188,0,1,within_truth,truth_value,truth_value:188,0.7620809674263,0.9741241838010837,-0.21204321637478363
truth_value,present,188,1,1,within_truth,truth_value,truth_value:188,0.7828245759010315,0.9741241838010837,-0.19129960790005218
truth_value,present,156,0,1,within_truth,truth_value,truth_value:156,0.8835917115211487,0.9739143274831363,-0.09032261596198765
truth_value,present,156,1,1,within_truth,truth_value,truth_value:156,0.8670356273651123,0.9739143274831363,-0.10687870011802403
truth_value,present,0,0,1,within_truth,truth_value,truth_value:0,0.8087835907936096,0.9774737346793099,-0.16869014388570025
truth_value,present,158,0,1,within_truth,truth_value,truth_value:158,0.8242546916007996,0.9663861965816721,-0.14213150498087257
truth_value,present,158,1,1,within_truth,truth_value,truth_value:158,0.7932087182998657,0.9663861965816721,-0.1731774782818064
truth_value,present,160,0,1,within_truth,truth_value,truth_value:160,0.8080759644508362,0.9725348656103586,-0.16445890115952244
truth_value,present,160,1,1,within_truth,truth_value,truth_value:160,0.8575416207313538,0.9725348656103586,-0.11499324487900486
truth_value,present,86,0,1,within_truth,truth_value,truth_value:86,0.6914765238761902,0.9724683121147258,-0.28099178823853566
truth_value,present,116,0,1,within_truth,truth_value,truth_value:116,0.8093498945236206,0.9765474623148769,-0.16719756779125627
truth_value,present,228,0,1,within_truth,truth_value,truth_value:228,0.9012288451194763,0.9569405726947334,-0.05571172757525711
truth_value,present,228,1,1,within_truth,truth_value,truth_value:228,0.8088082671165466,0.9569405726947334,-0.1481323055781868
truth_value,present,74,0,1,within_truth,truth_value,truth_value:74,0.8735988736152649,0.9687729818768777,-0.09517410826161277
truth_value,present,230,0,1,within_truth,truth_value,truth_value:230,0.7991818189620972,0.9717489707805106,-0.17256715181841342
truth_value,present,230,1,1,within_truth,truth_value,truth_value:230,0.7774308919906616,0.9717489707805106,-0.19431807878984897
truth_value,present,148,0,1,within_truth,truth_value,truth_value:148,0.6437241435050964,0.9770421759006265,-0.33331803239553004
truth_value,present,148,1,1,within_truth,truth_value,truth_value:148,0.7177640795707703,0.9770421759006265,-0.2592780963298562
truth_value,present,226,1,1,within_truth,truth_value,truth_value:226,0.8041239976882935,0.9425867958304199,-0.13846279814212648
truth_value,present,128,1,1,within_truth,truth_value,truth_value:128,0.8477935791015625,0.969165137835539,-0.12137155873397654
truth_value,present,126,1,1,within_truth,truth_value,truth_value:126,0.8606959581375122,0.9756667228217815,-0.11497076468426926
truth_value,present,216,0,1,within_truth,truth_value,truth_value:216,0.827935516834259,0.974749795403298,-0.14681427856903895
truth_value,present,216,1,1,within_truth,truth_value,truth_value:216,0.8261556625366211,0.974749795403298,-0.1485941328666769
truth_value,present,172,1,1,within_truth,truth_value,truth_value:172,0.8659171462059021,0.9766224685525227,-0.11070532234662056
truth_value,present,120,0,1,within_truth,truth_value,truth_value:120,0.8697621822357178,0.9653788794682651,-0.09561669723254729
truth_value,present,120,1,1,within_truth,truth_value,truth_value:120,0.8813076615333557,0.9653788794682651,-0.08407121793490935
truth_value,present,238,0,1,within_truth,truth_value,truth_value:238,0.892196536064148,0.973557711151028,-0.08136117508688001
truth_value,present,238,1,1,within_truth,truth_value,truth_value:238,0.7568864226341248,0.973557711151028,-0.2166712885169032
truth_value,present,78,0,1,within_truth,truth_value,truth_value:78,0.7934257388114929,0.9676960203125903,-0.17427028150109736
truth_value,present,78,1,1,within_truth,truth_value,truth_value:78,0.5967020392417908,0.9676960203125903,-0.3709939810707995
truth_value,present,100,0,1,within_truth,truth_value,truth_value:100,0.8916905522346497,0.9776913411760354,-0.08600078894138574
truth_value,present,100,1,1,within_truth,truth_value,truth_value:100,0.7985404133796692,0.9776913411760354,-0.1791509277963662
truth_value,present,162,0,1,within_truth,truth_value,truth_value:162,0.885956346988678,0.9707000258729751,-0.08474367888429712
truth_value,present,162,1,1,within_truth,truth_value,truth_value:162,0.7991751432418823,0.9707000258729751,-0.17152488263109278
truth_value,present,114,0,1,within_truth,truth_value,truth_value:114,0.8527106046676636,0.975637683438291,-0.12292707877062747
truth_value,present,114,1,1,within_truth,truth_value,truth_value:114,0.829695999622345,0.975637683438291,-0.14594168381594608
truth_value,present,110,0,1,within_truth,truth_value,truth_value:110,0.8166844844818115,0.9729918557740698,-0.15630737129225825
truth_value,present,110,1,1,within_truth,truth_value,truth_value:110,0.850373387336731,0.9729918557740698,-0.12261846843733881
truth_value,present,112,0,1,within_truth,truth_value,truth_value:112,0.7927988767623901,0.9764639549408386,-0.18366507817844846
truth_value,present,112,1,1,within_truth,truth_value,truth_value:112,0.8402630090713501,0.9764639549408386,-0.1362009458694885
truth_value,present,52,0,1,within_truth,truth_value,truth_value:52,0.7951006293296814,0.9703134536650675,-0.1752128243353861
